prof_code,prof_name
19454,Формодержатель
19455,Форсунщик
19457,Фосфатировщик
19459,Фотограф
19460,Фотограф
19461,Фотограф прецизионной фотолитографии
19464,Фотограф фотомеханического гравирования
19465,Фотокерамик
19467,Фотолаборант
19469,Фотооператор
19471,Фотопечатник на стекле
19472,Фотопечатник по эмали
19474,Фотоплазокопировщик
19476,Фототекарь
19477,Фотоцинкограф
19479,Фрезеровщик
19481,Фрезеровщик асбестоцементных плит
19483,Фрезеровщик камня
19485,Фрезеровщик обуви
19486,Фрезеровщик оптических деталей
19488,Фрезеровщик слитков
19489,Фризерщик
19490,Фризерщик
19491,Фриттовщик
19492,Фриттовщик
19493,Фурнитурщик
19494,Футеровщик-каменщик
19496,Футеровщик (кислотоупорщик)
19497,Футеровщик-шамотчик на ремонте ванн
19499,Футлярщик
19502,Халвомес
19503,Хальмовщик
19505,Хлораторщик
19506,Хлораторщик по приготовлению двухлористого олова
19508,Хлораторщик электродной продукции
19509,Хлоропроводчик
19511,Хлорщик
19512,Хмелевод
19513,Холодильщик пищевой продукции
19514,Холодильщик резиновых смесей
19515,Хромолитограф
19517,Художник декоративной росписи по металлу
19519,Художник миниатюрной живописи
19520,Художник росписи по дереву
19521,Художник росписи по ткани
19522,Художник росписи по эмали
19523,Художник по костюму
19524,Цветовод
19525,Цветочница
19526,Цементатор
19528,Цементаторщик
19529,Цементаторщик гидромедьустановки
19531,Центрировщик оптических деталей
19532,Центрифуговщик
19533,Центрифуговщик
19534,Центрифуговщик
19535,Центровщик стеклянных колб
19537,Цепеизготовитель
19539,Цоколевщик
19542,Чабан
19544,Чаевод
19545,Часовщик по ремонту механических часов
19546,Часовщик по ремонту электронных и кварцевых часов
19547,Чеканщик
19549,Чеканщик скульптурного производства
19550,Чеканщик художественных изделий
19552,Чернильщик
19553,Чернильщик ювелирных и художественных изделий
19555,Чистильщик
19557,Чистильщик абразивных изделий
19558,Чистильщик вентиляционных установок
19560,Чистильщик выпарных аппаратов
19561,"Чистильщик дымоходов, боровов и топок"
19563,"Чистильщик изделий, полуфабрикатов и материалов"
19565,Чистильщик канализационных тоннелей и каналов
19566,Чистильщик коконного сдира
19567,Чистильщик лица голья
19568,"Чистильщик металла, отливок, изделий и деталей"
19570,Чистильщик меховых шкурок бензином
19571,Чистильщик на очистке шламовых бассейнов и болтушек
19572,Чистильщик оборудования
19573,Чистильщик оборудования
19574,Чистильщик оборудования
19575,Чистильщик обуви
19576,Чистильщик оптики
19577,Чистильщик оснастки и приспособлений
19579,Чистильщик полимеризационных стаканов
19580,Чистильщик по очистке пылевых камер
19582,Чистильщик продукции
19585,"Чистильщик ткани, изделий"
19586,Чистильщик-точильщик чесальных аппаратов
19588,Чистильщик ферросплавов
19589,Чистильщик шпуль
19591,Чистильщик электроугольных изделий
19593,Чокеровщик
19596,Шаблонщик
19598,Шабровщик цветных металлов
19599,Швейцар
19601,Швея
19603,Швея (в сырейно-красильных и скорняжных цехах)
19606,Шевинговальщик
19608,Шелковод
19609,Шелкограф
19611,Шероховщик
19612,Шихтовар
19613,Шихтовщик
19614,Шихтовщик
19615,Шихтовщик
19616,Шихтовщик
19617,Шихтовщик
19618,Шихтовщик
19619,Шихтовщик в алмазном производстве
19620,Шихтовщик в производстве абразивов
19621,Шкипер
19622,Шлаковщик
19625,Шламовщик
19627,Шламовщик-бассейнщик
19628,Шламовщик электролитных ванн
19630,Шлифовщик
19632,Шлифовщик алмазов и сверхтвердых материалов
19633,Шлифовщик асбестоцементных и асбестосилитовых плит
19635,"Шлифовщик бумаги, картона и фибры"
19636,Шлифовщик водорастворимых кристаллов
19638,Шлифовщик горных пород
19640,Шлифовщик изделий из твердых сплавов и тугоплавких металлов
19641,"Шлифовщик изделий, полуфабрикатов и материалов"
19643,Шлифовщик изделий строительной керамики
19645,Шлифовщик изделий электронной техники
19646,Шлифовщик искусственной кожи
19648,Шлифовщик камней
19649,Шлифовщик литоофсетных форм
19651,Шлифовщик медицинских изделий
19652,Шлифовщик микалекса
19654,Шлифовщик оптических деталей
19655,Шлифовщик печатных валов
19657,Шлифовщик по дереву
19658,Шлифовщик подносов
19660,Шлифовщик-полировщик изделий из камня
19661,Шлифовщик-полировщик по прецизионной обработке полупроводниковых материалов
19663,Шлифовщик полотна
19664,Шлифовщик пьезокварцевых пластин и кристаллов
19666,Шлифовщик-резчик огнеупорных изделий
19668,Шлифовщик стекла
19669,Шлифовщик стеклоизделий
19671,Шлифовщик стержней
19672,Шлифовщик фарфоровых и фаянсовых изделий
19674,Шлифовщик электрокерамических изделий
19676,Шлифовщик электроугольных изделий
19677,Шлифовщик янтаря
19679,Шлиховщик
19680,Шлихтовар
19682,Шлюзовщик
19686,Шоопировщик элементов
19687,Шорник по изготовлению и отделке протезно-ортопедических изделий
19690,Шпаклевщик
19691,Шпредингист
19693,Шприцовщик
19695,Штабелевщик древесины
19696,Штабелевщик электродов
19698,Штабелировщик металла
19700,Штамповщик
19701,Штамповщик
19702,Штамповщик ватных фильтров
19703,Штамповщик жидкого металла
19706,Штамповщик изделий из слюды
19707,Штамповщик корректирующих светофильтров
19709,Штамповщик методом взрыва
19710,Штамповщик на падающих молотах
19712,Штамповщик ножек
19713,Штамповщик пробковых изделий
19715,Штамповщик резиновой обуви
19716,Штамповщик (текстильная галантерея)
19718,Штамповщик электроимпульсным методом
19720,Штапелировщик
19721,Штемпелевщик карандашей
19723,Штемпелевщик этикеток
19725,Штенгелевщик
19727,Штукатур
19735,Шуровщик топлива
19740,Экипировщик
19742,"Экранировщик жил, проводов и кабелей"
19744,Эксгаустировщик банок с консервами
19745,Экспедитор печати
19747,Экстрагировщик пектина
19749,Электрик судовой
19751,Электроверетенщик
19752,Электровибронаплавщик
19754,Электроворсовальщик
19756,Электрогазосварщик
19758,Электрогазосварщик-врезчик
19760,Электродчик
19761,Электродчик
19762,Электродчик безламельных аккумуляторов и элементов
19764,Электродчик ламельных аккумуляторов и элементов
19765,Электрозаточник
19767,Электрокопировщик
19769,Электролизерщик
19771,Электролизник водных растворов
19773,Электролизник по снятию олова с жести
19774,Электролизник расплавленных солей
19776,Электромеханик по испытанию и ремонту электрооборудования
19778,Электромеханик по лифтам
19780,Электромеханик по обслуживанию светотехнического оборудования систем обеспечения полетов
19782,Электромеханик по ремонту и обслуживанию медицинских оптических приборов
19784,Электромеханик по ремонту и обслуживанию медицинского оборудования
30180,Аппаратчик галоидирования
19786,Электромеханик по ремонту и обслуживанию медицинского рентгеновского оборудования
19787,Электромеханик по ремонту и обслуживанию наркознодыхательной аппаратуры
19789,Электромеханик по ремонту и обслуживанию счетно-вычислительных машин
19791,Электромеханик по ремонту и обслуживанию электронной медицинской аппаратуры
19792,Электромеханик по средствам автоматики и приборам технологического оборудования
19793,Электромеханик по торговому и холодильному оборудованию
19794,Электромеханик почтового оборудования
19796,Электромонтажник блоков электронно-механических часов
19798,Электромонтажник-наладчик
19800,Электромонтажник по аккумуляторным батареям
19802,Электромонтажник по вторичным цепям
19804,Электромонтажник по кабельным сетям
19806,Электромонтажник по освещению и осветительным сетям
19808,Электромонтажник по распределительным устройствам
19810,"Электромонтажник по сигнализации, централизации и блокировке на железнодорожном транспорте и наземных линиях метрополитена"
19812,Электромонтажник по силовым сетям и электрооборудованию
19814,Электромонтажник по электрическим машинам
19816,Электромонтажник судовой
19817,Электромонтажник-схемщик
19819,Электромонтер главного щита управления электростанции
19821,Электромонтер диспетчерского оборудования и телеавтоматики
19823,Электромонтер канализационных сооружений связи
19825,Электромонтер контактной сети
19827,Электромонтер линейных сооружений телефонной связи и радиофикации
19829,Электромонтер-линейщик по монтажу воздушных линий высокого напряжения и контактной сети
19831,Электромонтер оперативно-выездной бригады
19832,Электромонтер охранно-пожарной сигнализации
19834,Электромонтер по испытаниям и измерениям
19836,Электромонтер по надзору за трассами кабельных сетей
19838,Электромонтер по обслуживанию буровых
19840,Электромонтер по обслуживанию гидроагрегатов машинного зала
19842,Электромонтер по обслуживанию подстанции
19844,Электромонтер по обслуживанию преобразовательных устройств
19848,Электромонтер по обслуживанию электрооборудования электростанций
19850,Электромонтер по обслуживанию электроустановок
19852,Электромонтер по оперативным переключениям в распределительных сетях
19854,"Электромонтер по ремонту аппаратуры, релейной защиты и автоматики"
19855,Электромонтер по ремонту воздушных линий электропередачи
19857,Электромонтер по ремонту вторичной коммутации и связи
19859,Электромонтер по ремонту и монтажу кабельных линий
19861,Электромонтер по ремонту и обслуживанию электрооборудования
19863,Электромонтер по ремонту обмоток и изоляции электрооборудования
19867,Электромонтер по эксплуатации распределительных сетей
19869,Электромонтер по эксплуатации электросчетчиков
19870,Электромонтер по эскизированию трасс линий электропередачи
19872,Электромонтер приемопередающей станции спутниковой связи
19874,Электромонтер-релейщик
19876,Электромонтер по ремонту и обслуживанию аппаратуры и устройств связи
19878,Электромонтер станционного оборудования радиорелейных линий связи
19880,Электромонтер станционного оборудования радиофикации
19881,Электромонтер станционного оборудования телеграфной связи
19883,Электромонтер станционного оборудования телефонной связи
19885,Электромонтер станционного радиооборудования
19887,Электромонтер станционного телевизионного оборудования
19888,Электромонтер тяговой подстанции
19890,"Электромонтер по обслуживанию и ремонту устройств сигнализации, централизации и блокировки"
19894,Электрополировщик
19899,Электрорадиомонтажник судовой
19901,Электрорадионавигатор
19903,Электросварщик листов и лент
19905,Электросварщик на автоматических и полуавтоматических машинах
19906,Электросварщик ручной сварки
19908,Электросварщик труб на стане
19910,Электрослесарь-контактчик
19912,Электрослесарь-монтажник подземного горнопроходческого оборудования
19914,Электрослесарь на проходке
19915,Электрослесарь подземный
19917,Электрослесарь по обслуживанию автоматики и средств измерений электростанций
19919,Электрослесарь по ремонту и обслуживанию автоматики и средств измерений электростанций
19921,Электрослесарь по ремонту оборудования нефтебаз
19923,Электрослесарь по ремонту оборудования распределительных устройств
19927,Электрослесарь по ремонту электрических машин
19929,Электрослесарь по ремонту электрооборудования электростанций
19931,Электрослесарь (слесарь) дежурный и по ремонту оборудования
19933,Электрослесарь строительный
19935,Электросушильщик кабелей
19937,Электрофотограф
19939,Электрохимобработчик
19940,Электроэрозионист
19942,Эмалировщик
19944,Эмалировщик проволоки
19946,Эмалировщик резисторов
19948,Эмальер
19950,Эмульсировщик
19952,Эмульсировщик прецизионной фотолитографии
19954,Эмульсовар
19956,Эпилировщик меховых шкурок
19957,Эфиромасличник
19959,Ювелир (ювелир-модельер)
19960,Ювелир-браслетчик
19962,Ювелир-гравер
19964,Ювелир-закрепщик
19966,Ювелир-монтировщик
19968,Ювелир-филигранщик
19969,Ювелир-цепочник
19971,Юстировщик
19973,Юстировщик деталей и приборов
19975,Юстировщик оптических приборов
30018,Автоклавщик
30057,Анодчик
30126,Аппаратчик восстановления гексафторида
30130,Аппаратчик в производстве драгоценных металлов
30132,Аппаратчик в производстве металлических порошков
30138,Аппаратчик в производстве ультрадисперсных порошков (металлических)
30171,Аппаратчик газовых смесей
30173,Аппаратчик газоочистки
30175,Аппаратчик газоразделительного производства
30182,Аппаратчик гидролиза
30188,Аппаратчик-гидрометаллург
30214,Аппаратчик деструкции фторопластов
30266,Аппаратчик изготовления микросфер
30322,Аппаратчик конденсационно-испарительной установки
30330,Аппаратчик коррозионных испытаний
30355,Аппаратчик металлопокрытий
30366,Аппаратчик-наладчик электролизно-обменной цепочки
30368,Аппаратчик нанесения металлического порошка
30374,Аппаратчик на приготовлении смесей и растворов
30427,Аппаратчик обработки силикагеля
30430,Аппаратчик ожижения водорода и гелия
30448,Аппаратчик опытных процессов
30495,Аппаратчик пассивации газоразделительного оборудования
30506,Аппаратчик переработки водородосодержащих соединений лития
30533,Аппаратчик по изготовлению источников ионизирующего излучения
30535,Аппаратчик по изготовлению керамических изделий
30537,Аппаратчик по изготовлению пластических составов
30539,Аппаратчик по изготовлению термитных изделий из ксенона
30541,"Аппаратчик покрытия изделий из спецматериалов, источников"
30549,Аппаратчик получения гексафторида урана
30551,Аппаратчик получения гидроокиси лития
30563,Аппаратчик получения карбонатов лития
30606,Аппаратчик получения трифторида хлора
30608,Аппаратчик получения фреонов
30610,Аппаратчик получения фтористого аммония
30612,Аппаратчик получения фтористого водорода
30614,Аппаратчик получения фтористого кальция
30617,Аппаратчик получения фтористых соединений редких и редкоземельных элементов
30619,Аппаратчик получения фторсодержащих соединений
30621,Аппаратчик получения химически чистой плавиковой кислоты
30624,Аппаратчик получения хлорида лития
30626,Аппаратчик по напылению селеном
30634,"Аппаратчик по переработке, разделению и очистке химических соединений металлов"
30636,Аппаратчик по подготовке продукта
30650,Аппаратчик по разделению благородных и редкоземельных элементов
30670,Аппаратчик приготовления газовых смесей
30711,Аппаратчик приготовления пресс-порошков
30721,Аппаратчик приготовления смазок
30723,Аппаратчик приготовления суспензии
30766,Аппаратчик производства граната
30781,Аппаратчик производства изотопов
30833,"Аппаратчик производства полония, препаратов и источников на его основе"
30835,Аппаратчик производства препаратов ионизирующего излучения
30862,Аппаратчик производства ТИ
30892,Аппаратчик прокалки и восстановления
30904,Аппаратчик разгонки
30920,Аппаратчик рафинирования металлов
30926,Аппаратчик ректификации органических соединений
30950,Аппаратчик синтеза меченых соединений
30989,Аппаратчик сульфоаммонизации
30997,Аппаратчик сушки и помола
30998,Аппаратчик сушки и прокалки
31048,Аппаратчик установки разделения стабильных изотопов
31075,Аппаратчик фторирования
31101,Аппаратчик-щелочник
31107,Аппаратчик электродиализа
31109,Аппаратчик электролизно-обменной цепочки
31273,Брикетировщик стружки из радиоактивных материалов
31312,Вакуумщик по испытанию оборудования и изделий на герметичность
31314,Вакуумщик-испытатель
31325,Вальцовщик изделий из ВМ
31358,Вальцовщик холодного металла
31426,Вжигальщик
31485,Волочильщик цветных металлов
31658,Гидрировщик в производстве лития
31665,Гидрорезчик специзделий
31727,Гофрировщик
31859,Дозировщик реагентов
31911,Дробильщик
31921,Дробильщик-размольщик в производстве ферритовых изделий
32047,Заготовщик пластмасс
32109,Загрузчик-выгрузчик электролизных ванн
32162,Заливщик
32239,Засыпщик
32328,Изготовитель источников щелочных металлов
32352,Изготовитель медицинских изделий из фторопласта
32466,Изготовитель фильтров и прокладок
32577,Испытатель-взрывник
32581,Испытатель детонаторных устройств
32583,Испытатель изделий
32596,Испытатель на критическом стенде
32598,Испытатель пожарных лестниц и ограждений крыш
32604,Испытатель специзделий
32746,Кинофотооператор
32758,Кладовщик инструментальной кладовой
32760,Кладовщик склада спецпродукции
32844,Комплектовщик готовой продукции и отходов
32877,Комплектовщик специзделий
32881,"Комплектовщик сырья, материалов и готовой продукции"
32937,Контролер внутреннего полигона предприятия
32941,Контролер в производстве лития
32943,Контролер в производстве металлов
32949,Контролер детонаторных устройств
32956,Контролер изделий на автоматизированных измерительных средствах (системах) контроля
33008,Контролер основного производства
33014,Контролер по драгоценной продукции
33025,Контролер прессовых и слесарно-сборочных работ
33027,Контролер прессовых работ
33035,Контролер-приемщик сборок технологических каналов
33037,Контролер продукции обогащения
33039,Контролер продукции цветной металлургии
33042,Контролер производства изотопов
33044,Контролер производства керамических изделий
33046,Контролер производства ТВЭЛ
33048,Контролер-расчетчик
33050,Контролер производства ферритовых изделий
33052,"Контролер сборки, разборки специзделий"
33054,"Контролер сборки, разборки ядерных боеприпасов"
33056,Контролер сборочно-снаряжательных работ
33062,"Контролер слесарно-сборочных, разборочных работ"
33064,Контролер спецпроизводства
33077,Контролер технического надзора по инструменту и технологической оснастке
33082,Контролер-учетчик
33084,"Контролер хранения, транспортирования ядерных боеприпасов и ядерно-делящихся материалов"
33092,Контролер электровакуумного производства
33107,Концентраторщик
33167,"Крановщик-сборщик, разборщик специзделий"
33253,Лаборант аэрозольной лаборатории
33254,Лаборант взрывных испытаний
33256,Лаборант входного контроля
33258,Лаборант газового анализа и тонких пленок
33260,Лаборант-геофизик
33262,Лаборант-геохимик
33264,Лаборант-голографист
33266,Лаборант диффузионной сварки
33268,Лаборант испытаний электротехнических материалов
33270,Лаборант-испытатель спецаппаратуры
33272,Лаборант-испытатель электровакуумных материалов и спаев
33274,Лаборант-испытатель электровакуумных специзделий
33277,Лаборант-коррозионист
33279,Лаборант лаборатории спецпродуктов
33281,Лаборант лаборатории чувствительных элементов
33283,Лаборант-масс-спектрометрист
33285,Лаборант-металлофизик
33288,Лаборант механических и климатических испытаний
33290,Лаборант неразрушающих методов контроля
33291,Лаборант обработки фильмовой информации физического эксперимента
33292,Лаборант определения плотности
33294,Лаборант органических материалов
33296,Лаборант-пирометаллург
33297,Лаборант по вибрационным испытаниям
33298,Лаборант по газодинамическим испытаниям
33300,Лаборант по измерениям физических производственных факторов
33303,Лаборант по инерционным испытаниям
33305,Лаборант по испытанию сверхпроводящих материалов
33307,Лаборант по испытаниям газовых систем специзделий
33309,Лаборант по климатическим испытаниям
33311,Лаборант по механической обработке металлов
33314,Лаборант по обработке металлов давлением
33316,Лаборант по обработке экспериментальных и расчетных данных
33318,Лаборант по определению электрических характеристик
33320,Лаборант по тепловым испытаниям
33323,Лаборант порошковой металлургии
33325,Лаборант-препаратор
33327,Лаборант приготовления электродов
33329,Лаборант-приемщик проб
33331,Лаборант радиоактивационных методов
33333,Лаборант-радиофизик
33335,Лаборант-радиохимик
33337,Лаборант-радиоэлектроник
33339,Лаборант-расчетчик
33342,Лаборант-расчетчик характеристик надежности
33344,Лаборант-рентгеногаммаграфист
33347,Лаборант-рентгенолог газодинамической лаборатории
33349,Лаборант специальной лаборатории стабильных изотопов
33352,Лаборант-рентгеноэлектронографист
33354,Лаборант теплотехнических стендов и установок
33356,Лаборант-тензометрист
33358,Лаборант ускорительной установки
33360,Лаборант-теплофизик
33362,Лаборант-физик лаборатории спецпродукта
33364,Лаборант физико-химических исследований
33367,Лаборант физической лаборатории
33369,Лаборант-физик-гамма-спектрометрист
33371,Лаборант химико-технологических исследований
33373,Лаборант хроматографического анализа
33375,Лаборант экспериментальных стендов и установок
33377,Лаборант электровакуумных специзделий
33379,Лаборант электромагнитной установки
33380,Лаборант-фотометрист
33381,Лаборант электротехнической лаборатории
33383,Лаборант электрофизической обработки материалов
33385,Лаборант-электрометаллург
33387,Лаборант-электрохимик
33389,Лаборант ядерной физической лаборатории
33391,Литейщик керамических изделий
33400,Литейщик-прессовщик
33630,Машинист-водитель машины разграждения
33712,Машинист дробильно-помольно-сортировочных механизмов
33778,Машинист конвейера
33871,Машинист мельниц
33970,Машинист паровых турбин атомных электрических станций
33972,Машинист паровых турбин специального назначения
34217,Машинист станции высокого давления
34446,Механик-артиллерист
34447,Механик экспериментальных стендов и установок
34557,Монтажник детонаторных устройств
34567,Монтажник на ремонте ванн
34834,Навесчик
34857,Нагревальщик цветных металлов
35184,Обжигальщик отходов производства
35431,Оклейщик
35482,Оператор автоматической линии изготовления ТВЭЛ
35494,Оператор автоматической регулирующей станции температуры
35520,Оператор взвешивания изделий
35522,Оператор вибростенда
35557,Оператор геотехнологических скважин
35559,Оператор герметизации блочков
35581,Оператор дистанционного управления транспортными средствами внутришахтного транспорта
35615,Оператор исследовательской горячей камеры
35625,Оператор ковочно-прессовых агрегатов
35627,Оператор-комплектовщик
35635,Оператор контактно-стыковой сварки
35670,Оператор линии по обработке цветных металлов
35727,"Оператор на агрегатах непрерывного обезжиривания, травления, оксидирования и нанесения гальванических покрытий"
35737,Оператор намагничивания ферритовых изделий
35757,Оператор нормализации деталей из ВМ
35869,Оператор по поддержанию пластового давления и химической обработке скважин
35933,Оператор производственного водоснабжения вентиляционных и газовых систем
35947,Оператор пульта технических средств охраны и пожарной сигнализации
35949,Оператор пульта управления
35958,Оператор пульта управления поверхностным шахтным комплексом
35959,Оператор пульта управления приготовлением закладочной смеси
35961,Оператор пульта электромагнитной установки
35971,Оператор радиохимического производства
36001,Оператор реактора
36026,Оператор снаряжения ТВЭЛ
36036,Оператор специального перфоратора
36052,Оператор стендов и установок радиационной техники
36144,Оператор установок спецпоезда
36162,Оператор центрального щита управления сублиматного производства
36190,Оператор щита КИПиА
36192,Оператор щита парогенераторной
36193,Оператор щита технологического контроля
36194,Оператор экспериментальных стендов и установок
36299,Отгазовщик
36361,Отжигальщик цветных металлов
36410,Оформитель технической документации
36541,Пескоструйщик
36584,Печевой иодиодного рафинирования
36588,Печевой на дистилляции металлов
36595,Печевой по восстановлению термическим способом
36597,Печевой по переработке отходов и оборотов производства
36612,Плавильщик
36652,Плавильщик электронно-лучевой плавки
36664,Пластикатчик
36677,Повар детского питания
36722,Подготовщик изделий к спеканию
36737,Подготовщик тары
36864,Помощник машиниста реактивной установки
36910,Портной по пошиву мягкой тары
36939,Правильщик проката и труб
36973,Прессовщик
36978,Прессовщик брикетов
36982,Прессовщик ВМ
37027,Прессовщик керамических изделий
37055,Прессовщик на гидропрессах
37059,Прессовщик на печах горячего прессования
37086,Прессовщик порошковых смесей
37118,Прессовщик твердых сплавов
37131,Прессовщик ферритовых изделий
37151,Приборист газодинамической лаборатории
37197,Приготовитель паст и пленок
37253,Приемщик драгоценных металлов и сырья
37360,Прокальщик
37362,Прокальщик металлических порошков
37370,Прокатчик горячего металла
37372,Прокатчик ленты из порошка
37394,Промывальщик медно-никелевого порошка
37535,Рабочий по изготовлению опытных изделий
37537,Рабочий полигона
37539,Рабочий по подготовке спецпродукта
37548,"Рабочий производства по изготовлению детонирующего шнура, зарядов и других комплектующих, содержащих взрывчатые вещества"
37617,Раздельщик лома и специзделий
37797,Растворщик реагентов
37819,Расчехловщик
37845,Регенераторщик спецсмазок
37866,Регулировщик хвостового хозяйства
37903,Резчик ленты
37969,Резчик фольги
38266,Сборщик-снаряжальщик
38274,Сборщик технологических каналов
38285,Сборщик ферритовых изделий
38343,Сварщик-оператор
38345,Сварщик-перемотчик
38347,Сварщик спеченных изделий
38354,Сварщик электровакуумных приборов
38388,Сепараторщик
38389,Сепараторщик
38448,Слесарь-вакуумщик
38451,Слесарь-доводчик
38453,Слесарь-доводчик специзделий
38455,Слесарь-испытатель транспортных агрегатов
38498,Слесарь по обслуживанию оборудования технологического регулирования
38553,Слесарь по техническому обслуживанию оборудования газораспределительного производства
38562,Слесарь-сборщик
38566,Слесарь-сборщик универсальных сборных приспособлений (УСП)
38568,"Слесарь-сборщик, разборщик ГК, ЦЧ"
38570,"Слесарь-сборщик, разборщик специзделий"
38573,"Слесарь-сборщик, разборщик ядерных боеприпасов"
38575,Слесарь-склейщик
38615,Снаряжальщик детонаторов
38617,Снаряжальщик-доводчик
38741,Спайщик стеклоизделий в электрических печах с газовым наполнением
38744,Спекальщик
38746,Спекальщик ферритовых изделий
38748,Спекальщик шихты
38757,Стабилизаторщик
38759,Стабилизаторщик изделий холодом
38797,Станочник по обработке деталей из взрывчатых материалов
38919,Сушильщик
39162,Токарь по обработке радиоактивных материалов
39241,Трубопрокатчик
39297,Упаковщик
39299,Упаковщик в производстве лития
39359,Фильтровальщик
39361,Флотатор
39466,Фотокинолаборант газодинамической лаборатории
39468,Фотолаборант-расчетчик
39487,Фрезеровщик специзделий
39554,Чехловщик
39623,Шихтовщик
39629,Шлифовщик
39634,Шлифовщик брикетов
39647,Шлифовщик керамических изделий
39653,Шлифовщик металлооптических изделий
39673,Шлифовщик ферритовых изделий
39714,Штамповщик оболочек
39717,Штамповщик слюдяных изделий
39750,Электровакуумщик по напылению и насыщению
39770,Электролизник
39772,Электролизник расплавленных солей
39775,Электролизник хлористого лития
16470,Пeдикюрша
20001,
20002,
20004,
20007,
20010,
20014,
20015,
20019,
20020,
20022,
20025,
20026,
20028,
20031,
20032,
20034,
20035,
20036,
20037,
20038,
20040,
20041,
20047,
20048,
20050,
20051,
20053,
20054,
20056,
20057,
20059,
20061,
20062,
20063,
20065,
20068,
20071,
20073,
20074,
20077,
20080,
20083,
20086,
20089,
